0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408
0.032629,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.022629,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.022629,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.022629,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.022629,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.022629,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.022629,0.032629,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.022629,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.022629,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.022629,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.022629,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.022629,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.022629,0.032629,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.022629,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.022629,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.022629,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.022629,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.022629,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.022629,0.0298,0.022629,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.022629,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.022629,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.022629,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.022629,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.022629,0.022629,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198
0.0448,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0248,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0248,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0248,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0248,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0248,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0248,0.0448,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0248,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0248,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0248,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0248,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0248,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0248,0.0448,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0248,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0248,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0248,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0248,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0248,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0248,0.0392,0.0248,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0248,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0248,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0248,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0248,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0248,0.0248,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192
0.056922,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.026922,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.026922,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.026922,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.026922,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.026922,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.026922,0.056922,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.026922,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.026922,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.026922,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.026922,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.026922,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.026922,0.056922,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.026922,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.026922,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.026922,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.026922,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.026922,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.026922,0.048608,0.026922,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.026922,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.026922,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.026922,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.026922,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608,0.026922,0.026922,0.018608,0.018608,0.018608,0.018608,0.018608,0.018608
0.068996,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.028996,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.028996,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.028996,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.028996,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.028996,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.028996,0.068996,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.028996,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.028996,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.028996,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.028996,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.028996,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.028996,0.068996,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.028996,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.028996,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.028996,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.028996,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.028996,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.028996,0.058024,0.028996,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.028996,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.028996,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.028996,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.028996,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024,0.028996,0.028996,0.018024,0.018024,0.018024,0.018024,0.018024,0.018024
0.08102,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.03102,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.03102,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.03102,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.03102,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.03102,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.03102,0.08102,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.03102,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.03102,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.03102,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.03102,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.03102,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.03102,0.08102,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.03102,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.03102,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.03102,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.03102,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.03102,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.03102,0.067449,0.03102,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.03102,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.03102,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.03102,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.03102,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449,0.03102,0.03102,0.017449,0.017449,0.017449,0.017449,0.017449,0.017449
0.092996,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.032996,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.032996,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.032996,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.032996,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.032996,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.032996,0.092996,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.032996,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.032996,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.032996,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.032996,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.032996,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.032996,0.092996,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.032996,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.032996,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.032996,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.032996,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.032996,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.032996,0.076882,0.032996,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.032996,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.032996,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.032996,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.032996,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882,0.032996,0.032996,0.016882,0.016882,0.016882,0.016882,0.016882,0.016882
0.10492,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.034922,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.034922,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.034922,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.034922,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.034922,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.034922,0.10492,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.034922,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.034922,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.034922,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.034922,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.034922,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.034922,0.10492,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.034922,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.034922,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.034922,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.034922,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.034922,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.034922,0.086322,0.034922,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.034922,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.034922,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.034922,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.034922,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322,0.034922,0.034922,0.016322,0.016322,0.016322,0.016322,0.016322,0.016322
0.1168,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.0368,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.0368,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.0368,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.0368,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.0368,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.0368,0.1168,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.0368,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.0368,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.0368,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.0368,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.0368,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.0368,0.1168,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.0368,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.0368,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.0368,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.0368,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.0368,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.0368,0.095771,0.0368,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.0368,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.0368,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.0368,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.0368,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771,0.0368,0.0368,0.015771,0.015771,0.015771,0.015771,0.015771,0.015771
0.12863,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.038629,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.038629,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.038629,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.038629,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.038629,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.038629,0.12863,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.038629,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.038629,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.038629,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.038629,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.038629,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.038629,0.12863,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.038629,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.038629,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.038629,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.038629,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.038629,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.038629,0.10523,0.038629,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.038629,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.038629,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.038629,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.038629,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229,0.038629,0.038629,0.015229,0.015229,0.015229,0.015229,0.015229,0.015229
