0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
0.2699,0.2401,0.2401,0.2499,0.2699,0.2401,0.2401,0.2499,0.2699,0.2401,0.2401,0.2499,0.2601,0.2499,0.2499,0.2401
0.2896,0.2304,0.2304,0.2496,0.2896,0.2304,0.2304,0.2496,0.2896,0.2304,0.2304,0.2496,0.2704,0.2496,0.2496,0.2304
0.3091,0.2209,0.2209,0.2491,0.3091,0.2209,0.2209,0.2491,0.3091,0.2209,0.2209,0.2491,0.2809,0.2491,0.2491,0.2209
0.3284,0.2116,0.2116,0.2484,0.3284,0.2116,0.2116,0.2484,0.3284,0.2116,0.2116,0.2484,0.2916,0.2484,0.2484,0.2116
0.3475,0.2025,0.2025,0.2475,0.3475,0.2025,0.2025,0.2475,0.3475,0.2025,0.2025,0.2475,0.3025,0.2475,0.2475,0.2025
0.3664,0.1936,0.1936,0.2464,0.3664,0.1936,0.1936,0.2464,0.3664,0.1936,0.1936,0.2464,0.3136,0.2464,0.2464,0.1936
0.3851,0.1849,0.1849,0.2451,0.3851,0.1849,0.1849,0.2451,0.3851,0.1849,0.1849,0.2451,0.3249,0.2451,0.2451,0.1849
0.4036,0.1764,0.1764,0.2436,0.4036,0.1764,0.1764,0.2436,0.4036,0.1764,0.1764,0.2436,0.3364,0.2436,0.2436,0.1764
0.4219,0.1681,0.1681,0.2419,0.4219,0.1681,0.1681,0.2419,0.4219,0.1681,0.1681,0.2419,0.3481,0.2419,0.2419,0.1681
0.44,0.16,0.16,0.24,0.44,0.16,0.16,0.24,0.44,0.16,0.16,0.24,0.36,0.24,0.24,0.16
0.4579,0.1521,0.1521,0.2379,0.4579,0.1521,0.1521,0.2379,0.4579,0.1521,0.1521,0.2379,0.3721,0.2379,0.2379,0.1521
0.4756,0.1444,0.1444,0.2356,0.4756,0.1444,0.1444,0.2356,0.4756,0.1444,0.1444,0.2356,0.3844,0.2356,0.2356,0.1444
0.4931,0.1369,0.1369,0.2331,0.4931,0.1369,0.1369,0.2331,0.4931,0.1369,0.1369,0.2331,0.3969,0.2331,0.2331,0.1369
0.5104,0.1296,0.1296,0.2304,0.5104,0.1296,0.1296,0.2304,0.5104,0.1296,0.1296,0.2304,0.4096,0.2304,0.2304,0.1296
0.5275,0.1225,0.1225,0.2275,0.5275,0.1225,0.1225,0.2275,0.5275,0.1225,0.1225,0.2275,0.4225,0.2275,0.2275,0.1225
0.5444,0.1156,0.1156,0.2244,0.5444,0.1156,0.1156,0.2244,0.5444,0.1156,0.1156,0.2244,0.4356,0.2244,0.2244,0.1156
0.5611,0.1089,0.1089,0.2211,0.5611,0.1089,0.1089,0.2211,0.5611,0.1089,0.1089,0.2211,0.4489,0.2211,0.2211,0.1089
0.5776,0.1024,0.1024,0.2176,0.5776,0.1024,0.1024,0.2176,0.5776,0.1024,0.1024,0.2176,0.4624,0.2176,0.2176,0.1024
0.5939,0.0961,0.0961,0.2139,0.5939,0.0961,0.0961,0.2139,0.5939,0.0961,0.0961,0.2139,0.4761,0.2139,0.2139,0.0961
0.61,0.09,0.09,0.21,0.61,0.09,0.09,0.21,0.61,0.09,0.09,0.21,0.49,0.21,0.21,0.09
0.6259,0.0841,0.0841,0.2059,0.6259,0.0841,0.0841,0.2059,0.6259,0.0841,0.0841,0.2059,0.5041,0.2059,0.2059,0.0841
0.6416,0.0784,0.0784,0.2016,0.6416,0.0784,0.0784,0.2016,0.6416,0.0784,0.0784,0.2016,0.5184,0.2016,0.2016,0.0784
0.6571,0.0729,0.0729,0.1971,0.6571,0.0729,0.0729,0.1971,0.6571,0.0729,0.0729,0.1971,0.5329,0.1971,0.1971,0.0729
0.6724,0.0676,0.0676,0.1924,0.6724,0.0676,0.0676,0.1924,0.6724,0.0676,0.0676,0.1924,0.5476,0.1924,0.1924,0.0676
0.6875,0.0625,0.0625,0.1875,0.6875,0.0625,0.0625,0.1875,0.6875,0.0625,0.0625,0.1875,0.5625,0.1875,0.1875,0.0625
0.6776,0.0624,0.0624,0.1976,0.6776,0.0624,0.0624,0.1976,0.6776,0.0624,0.0624,0.1976,0.5424,0.1976,0.1976,0.0624
0.6679,0.0621,0.0621,0.2079,0.6679,0.0621,0.0621,0.2079,0.6679,0.0621,0.0621,0.2079,0.5221,0.2079,0.2079,0.0621
0.6584,0.0616,0.0616,0.2184,0.6584,0.0616,0.0616,0.2184,0.6584,0.0616,0.0616,0.2184,0.5016,0.2184,0.2184,0.0616
0.6491,0.0609,0.0609,0.2291,0.6491,0.0609,0.0609,0.2291,0.6491,0.0609,0.0609,0.2291,0.4809,0.2291,0.2291,0.0609
0.64,0.06,0.06,0.24,0.64,0.06,0.06,0.24,0.64,0.06,0.06,0.24,0.46,0.24,0.24,0.06
0.6311,0.0589,0.0589,0.2511,0.6311,0.0589,0.0589,0.2511,0.6311,0.0589,0.0589,0.2511,0.4389,0.2511,0.2511,0.0589
0.6224,0.0576,0.0576,0.2624,0.6224,0.0576,0.0576,0.2624,0.6224,0.0576,0.0576,0.2624,0.4176,0.2624,0.2624,0.0576
0.6139,0.0561,0.0561,0.2739,0.6139,0.0561,0.0561,0.2739,0.6139,0.0561,0.0561,0.2739,0.3961,0.2739,0.2739,0.0561
0.6056,0.0544,0.0544,0.2856,0.6056,0.0544,0.0544,0.2856,0.6056,0.0544,0.0544,0.2856,0.3744,0.2856,0.2856,0.0544
0.5975,0.0525,0.0525,0.2975,0.5975,0.0525,0.0525,0.2975,0.5975,0.0525,0.0525,0.2975,0.3525,0.2975,0.2975,0.0525
0.5896,0.0504,0.0504,0.3096,0.5896,0.0504,0.0504,0.3096,0.5896,0.0504,0.0504,0.3096,0.3304,0.3096,0.3096,0.0504
0.5819,0.0481,0.0481,0.3219,0.5819,0.0481,0.0481,0.3219,0.5819,0.0481,0.0481,0.3219,0.3081,0.3219,0.3219,0.0481
0.5744,0.0456,0.0456,0.3344,0.5744,0.0456,0.0456,0.3344,0.5744,0.0456,0.0456,0.3344,0.2856,0.3344,0.3344,0.0456
0.5671,0.0429,0.0429,0.3471,0.5671,0.0429,0.0429,0.3471,0.5671,0.0429,0.0429,0.3471,0.2629,0.3471,0.3471,0.0429
0.56,0.04,0.04,0.36,0.56,0.04,0.04,0.36,0.56,0.04,0.04,0.36,0.24,0.36,0.36,0.04
0.5531,0.0369,0.0369,0.3731,0.5531,0.0369,0.0369,0.3731,0.5531,0.0369,0.0369,0.3731,0.2169,0.3731,0.3731,0.0369
0.5464,0.0336,0.0336,0.3864,0.5464,0.0336,0.0336,0.3864,0.5464,0.0336,0.0336,0.3864,0.1936,0.3864,0.3864,0.0336
0.5399,0.0301,0.0301,0.3999,0.5399,0.0301,0.0301,0.3999,0.5399,0.0301,0.0301,0.3999,0.1701,0.3999,0.3999,0.0301
0.5336,0.0264,0.0264,0.4136,0.5336,0.0264,0.0264,0.4136,0.5336,0.0264,0.0264,0.4136,0.1464,0.4136,0.4136,0.0264
0.5275,0.0225,0.0225,0.4275,0.5275,0.0225,0.0225,0.4275,0.5275,0.0225,0.0225,0.4275,0.1225,0.4275,0.4275,0.0225
0.5216,0.0184,0.0184,0.4416,0.5216,0.0184,0.0184,0.4416,0.5216,0.0184,0.0184,0.4416,0.0984,0.4416,0.4416,0.0184
0.5159,0.0141,0.0141,0.4559,0.5159,0.0141,0.0141,0.4559,0.5159,0.0141,0.0141,0.4559,0.0741,0.4559,0.4559,0.0141
0.5104,0.0096,0.0096,0.4704,0.5104,0.0096,0.0096,0.4704,0.5104,0.0096,0.0096,0.4704,0.0496,0.4704,0.4704,0.0096
0.5051,0.0049,0.0049,0.4851,0.5051,0.0049,0.0049,0.4851,0.5051,0.0049,0.0049,0.4851,0.0249,0.4851,0.4851,0.0049
0.5,0,0,0.5,0.5,0,0,0.5,0.5,0,0,0.5,0,0.5,0.5,0
