0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625
0.075588,0.060637,0.060637,0.060637,0.060637,0.065588,0.060637,0.060637,0.060637,0.060637,0.065588,0.060637,0.060637,0.060637,0.060637,0.065588,0.075588,0.060637,0.060637,0.060637,0.060637,0.065588,0.060637,0.060637,0.060637,0.060637,0.065588,0.060637,0.060637,0.060637,0.060637,0.065588,0.075588,0.060637,0.060637,0.060637,0.060637,0.065588,0.060637,0.060637,0.060637,0.060637,0.065588,0.060637,0.060637,0.060637,0.060637,0.065588,0.070638,0.065588,0.060637,0.060637,0.060637,0.060637,0.065588,0.060637,0.060637,0.060637,0.060637,0.065588,0.065588,0.060637,0.060637,0.060637
0.0886,0.0588,0.0588,0.0588,0.0588,0.0686,0.0588,0.0588,0.0588,0.0588,0.0686,0.0588,0.0588,0.0588,0.0588,0.0686,0.0886,0.0588,0.0588,0.0588,0.0588,0.0686,0.0588,0.0588,0.0588,0.0588,0.0686,0.0588,0.0588,0.0588,0.0588,0.0686,0.0886,0.0588,0.0588,0.0588,0.0588,0.0686,0.0588,0.0588,0.0588,0.0588,0.0686,0.0588,0.0588,0.0588,0.0588,0.0686,0.0788,0.0686,0.0588,0.0588,0.0588,0.0588,0.0686,0.0588,0.0588,0.0588,0.0588,0.0686,0.0686,0.0588,0.0588,0.0588
0.10154,0.056987,0.056987,0.056987,0.056987,0.071537,0.056987,0.056987,0.056987,0.056987,0.071537,0.056987,0.056987,0.056987,0.056987,0.071537,0.10154,0.056987,0.056987,0.056987,0.056987,0.071537,0.056987,0.056987,0.056987,0.056987,0.071537,0.056987,0.056987,0.056987,0.056987,0.071537,0.10154,0.056987,0.056987,0.056987,0.056987,0.071537,0.056987,0.056987,0.056987,0.056987,0.071537,0.056987,0.056987,0.056987,0.056987,0.071537,0.086987,0.071537,0.056987,0.056987,0.056987,0.056987,0.071537,0.056987,0.056987,0.056987,0.056987,0.071537,0.071537,0.056987,0.056987,0.056987
0.1144,0.0552,0.0552,0.0552,0.0552,0.0744,0.0552,0.0552,0.0552,0.0552,0.0744,0.0552,0.0552,0.0552,0.0552,0.0744,0.1144,0.0552,0.0552,0.0552,0.0552,0.0744,0.0552,0.0552,0.0552,0.0552,0.0744,0.0552,0.0552,0.0552,0.0552,0.0744,0.1144,0.0552,0.0552,0.0552,0.0552,0.0744,0.0552,0.0552,0.0552,0.0552,0.0744,0.0552,0.0552,0.0552,0.0552,0.0744,0.0952,0.0744,0.0552,0.0552,0.0552,0.0552,0.0744,0.0552,0.0552,0.0552,0.0552,0.0744,0.0744,0.0552,0.0552,0.0552
0.12719,0.053437,0.053437,0.053437,0.053437,0.077187,0.053437,0.053437,0.053437,0.053437,0.077187,0.053437,0.053437,0.053437,0.053437,0.077187,0.12719,0.053437,0.053437,0.053437,0.053437,0.077187,0.053437,0.053437,0.053437,0.053437,0.077187,0.053437,0.053437,0.053437,0.053437,0.077187,0.12719,0.053437,0.053437,0.053437,0.053437,0.077187,0.053437,0.053437,0.053437,0.053437,0.077187,0.053437,0.053437,0.053437,0.053437,0.077187,0.10344,0.077187,0.053437,0.053437,0.053437,0.053437,0.077187,0.053437,0.053437,0.053437,0.053437,0.077187,0.077187,0.053437,0.053437,0.053437
0.1399,0.0517,0.0517,0.0517,0.0517,0.0799,0.0517,0.0517,0.0517,0.0517,0.0799,0.0517,0.0517,0.0517,0.0517,0.0799,0.1399,0.0517,0.0517,0.0517,0.0517,0.0799,0.0517,0.0517,0.0517,0.0517,0.0799,0.0517,0.0517,0.0517,0.0517,0.0799,0.1399,0.0517,0.0517,0.0517,0.0517,0.0799,0.0517,0.0517,0.0517,0.0517,0.0799,0.0517,0.0517,0.0517,0.0517,0.0799,0.1117,0.0799,0.0517,0.0517,0.0517,0.0517,0.0799,0.0517,0.0517,0.0517,0.0517,0.0799,0.0799,0.0517,0.0517,0.0517
0.15254,0.049987,0.049987,0.049987,0.049987,0.082537,0.049987,0.049987,0.049987,0.049987,0.082537,0.049987,0.049987,0.049987,0.049987,0.082537,0.15254,0.049987,0.049987,0.049987,0.049987,0.082537,0.049987,0.049987,0.049987,0.049987,0.082537,0.049987,0.049987,0.049987,0.049987,0.082537,0.15254,0.049987,0.049987,0.049987,0.049987,0.082537,0.049987,0.049987,0.049987,0.049987,0.082537,0.049987,0.049987,0.049987,0.049987,0.082537,0.11999,0.082537,0.049987,0.049987,0.049987,0.049987,0.082537,0.049987,0.049987,0.049987,0.049987,0.082537,0.082537,0.049987,0.049987,0.049987
0.1651,0.0483,0.0483,0.0483,0.0483,0.0851,0.0483,0.0483,0.0483,0.0483,0.0851,0.0483,0.0483,0.0483,0.0483,0.0851,0.1651,0.0483,0.0483,0.0483,0.0483,0.0851,0.0483,0.0483,0.0483,0.0483,0.0851,0.0483,0.0483,0.0483,0.0483,0.0851,0.1651,0.0483,0.0483,0.0483,0.0483,0.0851,0.0483,0.0483,0.0483,0.0483,0.0851,0.0483,0.0483,0.0483,0.0483,0.0851,0.1283,0.0851,0.0483,0.0483,0.0483,0.0483,0.0851,0.0483,0.0483,0.0483,0.0483,0.0851,0.0851,0.0483,0.0483,0.0483
0.17759,0.046638,0.046638,0.046638,0.046638,0.087587,0.046638,0.046638,0.046638,0.046638,0.087587,0.046638,0.046638,0.046638,0.046638,0.087587,0.17759,0.046638,0.046638,0.046638,0.046638,0.087587,0.046638,0.046638,0.046638,0.046638,0.087587,0.046638,0.046638,0.046638,0.046638,0.087587,0.17759,0.046638,0.046638,0.046638,0.046638,0.087587,0.046638,0.046638,0.046638,0.046638,0.087587,0.046638,0.046638,0.046638,0.046638,0.087587,0.13664,0.087587,0.046638,0.046638,0.046638,0.046638,0.087587,0.046638,0.046638,0.046638,0.046638,0.087587,0.087587,0.046638,0.046638,0.046638
