0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111,0.11111
0.11556,0.10889,0.10889,0.10889,0.11556,0.10889,0.10889,0.10889,0.11556,0.11556,0.10889,0.10889,0.10889,0.11556,0.10889,0.10889,0.10889,0.11556,0.11556,0.10889,0.10889,0.10889,0.11556,0.10889,0.10889,0.10889,0.11556,0.10889,0.11556,0.10889,0.10889,0.10889,0.11556,0.11556,0.10889,0.10889
0.12,0.10667,0.10667,0.10667,0.12,0.10667,0.10667,0.10667,0.12,0.12,0.10667,0.10667,0.10667,0.12,0.10667,0.10667,0.10667,0.12,0.12,0.10667,0.10667,0.10667,0.12,0.10667,0.10667,0.10667,0.12,0.10667,0.12,0.10667,0.10667,0.10667,0.12,0.12,0.10667,0.10667
0.12444,0.10444,0.10444,0.10444,0.12444,0.10444,0.10444,0.10444,0.12444,0.12444,0.10444,0.10444,0.10444,0.12444,0.10444,0.10444,0.10444,0.12444,0.12444,0.10444,0.10444,0.10444,0.12444,0.10444,0.10444,0.10444,0.12444,0.10444,0.12444,0.10444,0.10444,0.10444,0.12444,0.12444,0.10444,0.10444
0.12889,0.10222,0.10222,0.10222,0.12889,0.10222,0.10222,0.10222,0.12889,0.12889,0.10222,0.10222,0.10222,0.12889,0.10222,0.10222,0.10222,0.12889,0.12889,0.10222,0.10222,0.10222,0.12889,0.10222,0.10222,0.10222,0.12889,0.10222,0.12889,0.10222,0.10222,0.10222,0.12889,0.12889,0.10222,0.10222
0.13333,0.1,0.1,0.1,0.13333,0.1,0.1,0.1,0.13333,0.13333,0.1,0.1,0.1,0.13333,0.1,0.1,0.1,0.13333,0.13333,0.1,0.1,0.1,0.13333,0.1,0.1,0.1,0.13333,0.1,0.13333,0.1,0.1,0.1,0.13333,0.13333,0.1,0.1
0.13778,0.097778,0.097778,0.097778,0.13778,0.097778,0.097778,0.097778,0.13778,0.13778,0.097778,0.097778,0.097778,0.13778,0.097778,0.097778,0.097778,0.13778,0.13778,0.097778,0.097778,0.097778,0.13778,0.097778,0.097778,0.097778,0.13778,0.097778,0.13778,0.097778,0.097778,0.097778,0.13778,0.13778,0.097778,0.097778
0.14222,0.095556,0.095556,0.095556,0.14222,0.095556,0.095556,0.095556,0.14222,0.14222,0.095556,0.095556,0.095556,0.14222,0.095556,0.095556,0.095556,0.14222,0.14222,0.095556,0.095556,0.095556,0.14222,0.095556,0.095556,0.095556,0.14222,0.095556,0.14222,0.095556,0.095556,0.095556,0.14222,0.14222,0.095556,0.095556
0.14667,0.093333,0.093333,0.093333,0.14667,0.093333,0.093333,0.093333,0.14667,0.14667,0.093333,0.093333,0.093333,0.14667,0.093333,0.093333,0.093333,0.14667,0.14667,0.093333,0.093333,0.093333,0.14667,0.093333,0.093333,0.093333,0.14667,0.093333,0.14667,0.093333,0.093333,0.093333,0.14667,0.14667,0.093333,0.093333
0.15111,0.091111,0.091111,0.091111,0.15111,0.091111,0.091111,0.091111,0.15111,0.15111,0.091111,0.091111,0.091111,0.15111,0.091111,0.091111,0.091111,0.15111,0.15111,0.091111,0.091111,0.091111,0.15111,0.091111,0.091111,0.091111,0.15111,0.091111,0.15111,0.091111,0.091111,0.091111,0.15111,0.15111,0.091111,0.091111
0.15556,0.088889,0.088889,0.088889,0.15556,0.088889,0.088889,0.088889,0.15556,0.15556,0.088889,0.088889,0.088889,0.15556,0.088889,0.088889,0.088889,0.15556,0.15556,0.088889,0.088889,0.088889,0.15556,0.088889,0.088889,0.088889,0.15556,0.088889,0.15556,0.088889,0.088889,0.088889,0.15556,0.15556,0.088889,0.088889
0.16,0.086667,0.086667,0.086667,0.16,0.086667,0.086667,0.086667,0.16,0.16,0.086667,0.086667,0.086667,0.16,0.086667,0.086667,0.086667,0.16,0.16,0.086667,0.086667,0.086667,0.16,0.086667,0.086667,0.086667,0.16,0.086667,0.16,0.086667,0.086667,0.086667,0.16,0.16,0.086667,0.086667
0.16444,0.084444,0.084444,0.084444,0.16444,0.084444,0.084444,0.084444,0.16444,0.16444,0.084444,0.084444,0.084444,0.16444,0.084444,0.084444,0.084444,0.16444,0.16444,0.084444,0.084444,0.084444,0.16444,0.084444,0.084444,0.084444,0.16444,0.084444,0.16444,0.084444,0.084444,0.084444,0.16444,0.16444,0.084444,0.084444
0.16889,0.082222,0.082222,0.082222,0.16889,0.082222,0.082222,0.082222,0.16889,0.16889,0.082222,0.082222,0.082222,0.16889,0.082222,0.082222,0.082222,0.16889,0.16889,0.082222,0.082222,0.082222,0.16889,0.082222,0.082222,0.082222,0.16889,0.082222,0.16889,0.082222,0.082222,0.082222,0.16889,0.16889,0.082222,0.082222
0.17333,0.08,0.08,0.08,0.17333,0.08,0.08,0.08,0.17333,0.17333,0.08,0.08,0.08,0.17333,0.08,0.08,0.08,0.17333,0.17333,0.08,0.08,0.08,0.17333,0.08,0.08,0.08,0.17333,0.08,0.17333,0.08,0.08,0.08,0.17333,0.17333,0.08,0.08
0.17778,0.077778,0.077778,0.077778,0.17778,0.077778,0.077778,0.077778,0.17778,0.17778,0.077778,0.077778,0.077778,0.17778,0.077778,0.077778,0.077778,0.17778,0.17778,0.077778,0.077778,0.077778,0.17778,0.077778,0.077778,0.077778,0.17778,0.077778,0.17778,0.077778,0.077778,0.077778,0.17778,0.17778,0.077778,0.077778
0.18222,0.075556,0.075556,0.075556,0.18222,0.075556,0.075556,0.075556,0.18222,0.18222,0.075556,0.075556,0.075556,0.18222,0.075556,0.075556,0.075556,0.18222,0.18222,0.075556,0.075556,0.075556,0.18222,0.075556,0.075556,0.075556,0.18222,0.075556,0.18222,0.075556,0.075556,0.075556,0.18222,0.18222,0.075556,0.075556
0.18667,0.073333,0.073333,0.073333,0.18667,0.073333,0.073333,0.073333,0.18667,0.18667,0.073333,0.073333,0.073333,0.18667,0.073333,0.073333,0.073333,0.18667,0.18667,0.073333,0.073333,0.073333,0.18667,0.073333,0.073333,0.073333,0.18667,0.073333,0.18667,0.073333,0.073333,0.073333,0.18667,0.18667,0.073333,0.073333
0.19111,0.071111,0.071111,0.071111,0.19111,0.071111,0.071111,0.071111,0.19111,0.19111,0.071111,0.071111,0.071111,0.19111,0.071111,0.071111,0.071111,0.19111,0.19111,0.071111,0.071111,0.071111,0.19111,0.071111,0.071111,0.071111,0.19111,0.071111,0.19111,0.071111,0.071111,0.071111,0.19111,0.19111,0.071111,0.071111
0.19556,0.068889,0.068889,0.068889,0.19556,0.068889,0.068889,0.068889,0.19556,0.19556,0.068889,0.068889,0.068889,0.19556,0.068889,0.068889,0.068889,0.19556,0.19556,0.068889,0.068889,0.068889,0.19556,0.068889,0.068889,0.068889,0.19556,0.068889,0.19556,0.068889,0.068889,0.068889,0.19556,0.19556,0.068889,0.068889
0.2,0.066667,0.066667,0.066667,0.2,0.066667,0.066667,0.066667,0.2,0.2,0.066667,0.066667,0.066667,0.2,0.066667,0.066667,0.066667,0.2,0.2,0.066667,0.066667,0.066667,0.2,0.066667,0.066667,0.066667,0.2,0.066667,0.2,0.066667,0.066667,0.066667,0.2,0.2,0.066667,0.066667
0.20444,0.064444,0.064444,0.064444,0.20444,0.064444,0.064444,0.064444,0.20444,0.20444,0.064444,0.064444,0.064444,0.20444,0.064444,0.064444,0.064444,0.20444,0.20444,0.064444,0.064444,0.064444,0.20444,0.064444,0.064444,0.064444,0.20444,0.064444,0.20444,0.064444,0.064444,0.064444,0.20444,0.20444,0.064444,0.064444
0.20889,0.062222,0.062222,0.062222,0.20889,0.062222,0.062222,0.062222,0.20889,0.20889,0.062222,0.062222,0.062222,0.20889,0.062222,0.062222,0.062222,0.20889,0.20889,0.062222,0.062222,0.062222,0.20889,0.062222,0.062222,0.062222,0.20889,0.062222,0.20889,0.062222,0.062222,0.062222,0.20889,0.20889,0.062222,0.062222
0.21333,0.06,0.06,0.06,0.21333,0.06,0.06,0.06,0.21333,0.21333,0.06,0.06,0.06,0.21333,0.06,0.06,0.06,0.21333,0.21333,0.06,0.06,0.06,0.21333,0.06,0.06,0.06,0.21333,0.06,0.21333,0.06,0.06,0.06,0.21333,0.21333,0.06,0.06
0.21778,0.057778,0.057778,0.057778,0.21778,0.057778,0.057778,0.057778,0.21778,0.21778,0.057778,0.057778,0.057778,0.21778,0.057778,0.057778,0.057778,0.21778,0.21778,0.057778,0.057778,0.057778,0.21778,0.057778,0.057778,0.057778,0.21778,0.057778,0.21778,0.057778,0.057778,0.057778,0.21778,0.21778,0.057778,0.057778
0.22222,0.055556,0.055556,0.055556,0.22222,0.055556,0.055556,0.055556,0.22222,0.22222,0.055556,0.055556,0.055556,0.22222,0.055556,0.055556,0.055556,0.22222,0.22222,0.055556,0.055556,0.055556,0.22222,0.055556,0.055556,0.055556,0.22222,0.055556,0.22222,0.055556,0.055556,0.055556,0.22222,0.22222,0.055556,0.055556
0.22667,0.053333,0.053333,0.053333,0.22667,0.053333,0.053333,0.053333,0.22667,0.22667,0.053333,0.053333,0.053333,0.22667,0.053333,0.053333,0.053333,0.22667,0.22667,0.053333,0.053333,0.053333,0.22667,0.053333,0.053333,0.053333,0.22667,0.053333,0.22667,0.053333,0.053333,0.053333,0.22667,0.22667,0.053333,0.053333
0.23111,0.051111,0.051111,0.051111,0.23111,0.051111,0.051111,0.051111,0.23111,0.23111,0.051111,0.051111,0.051111,0.23111,0.051111,0.051111,0.051111,0.23111,0.23111,0.051111,0.051111,0.051111,0.23111,0.051111,0.051111,0.051111,0.23111,0.051111,0.23111,0.051111,0.051111,0.051111,0.23111,0.23111,0.051111,0.051111
