0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
0.057552,0.038612,0.038612,0.038612,0.038612,0.038612,0.042552,0.038612,0.038612,0.038612,0.038612,0.038612,0.042552,0.038612,0.038612,0.038612,0.038612,0.038612,0.042552,0.038612,0.038612,0.038612,0.038612,0.038612,0.042552,0.057552,0.038612,0.038612,0.038612,0.038612,0.038612,0.042552,0.038612,0.038612,0.038612,0.038612,0.038612,0.042552,0.038612,0.038612,0.038612,0.038612,0.038612,0.042552,0.038612,0.038612,0.038612,0.038612,0.038612,0.042552,0.057552,0.038612,0.038612,0.038612,0.038612,0.038612,0.042552,0.038612,0.038612,0.038612,0.038612,0.038612,0.042552,0.038612,0.038612,0.038612,0.038612,0.038612,0.042552,0.038612,0.038612,0.038612,0.038612,0.038612,0.042552,0.053612,0.042552,0.038612,0.038612,0.038612,0.038612,0.038612,0.042552,0.038612,0.038612,0.038612,0.038612,0.038612,0.042552,0.038612,0.038612,0.038612,0.038612,0.038612,0.042552,0.042552,0.038612,0.038612,0.038612,0.038612
0.075008,0.037248,0.037248,0.037248,0.037248,0.037248,0.045008,0.037248,0.037248,0.037248,0.037248,0.037248,0.045008,0.037248,0.037248,0.037248,0.037248,0.037248,0.045008,0.037248,0.037248,0.037248,0.037248,0.037248,0.045008,0.075008,0.037248,0.037248,0.037248,0.037248,0.037248,0.045008,0.037248,0.037248,0.037248,0.037248,0.037248,0.045008,0.037248,0.037248,0.037248,0.037248,0.037248,0.045008,0.037248,0.037248,0.037248,0.037248,0.037248,0.045008,0.075008,0.037248,0.037248,0.037248,0.037248,0.037248,0.045008,0.037248,0.037248,0.037248,0.037248,0.037248,0.045008,0.037248,0.037248,0.037248,0.037248,0.037248,0.045008,0.037248,0.037248,0.037248,0.037248,0.037248,0.045008,0.067248,0.045008,0.037248,0.037248,0.037248,0.037248,0.037248,0.045008,0.037248,0.037248,0.037248,0.037248,0.037248,0.045008,0.037248,0.037248,0.037248,0.037248,0.037248,0.045008,0.045008,0.037248,0.037248,0.037248,0.037248
0.092368,0.035908,0.035908,0.035908,0.035908,0.035908,0.047368,0.035908,0.035908,0.035908,0.035908,0.035908,0.047368,0.035908,0.035908,0.035908,0.035908,0.035908,0.047368,0.035908,0.035908,0.035908,0.035908,0.035908,0.047368,0.092368,0.035908,0.035908,0.035908,0.035908,0.035908,0.047368,0.035908,0.035908,0.035908,0.035908,0.035908,0.047368,0.035908,0.035908,0.035908,0.035908,0.035908,0.047368,0.035908,0.035908,0.035908,0.035908,0.035908,0.047368,0.092368,0.035908,0.035908,0.035908,0.035908,0.035908,0.047368,0.035908,0.035908,0.035908,0.035908,0.035908,0.047368,0.035908,0.035908,0.035908,0.035908,0.035908,0.047368,0.035908,0.035908,0.035908,0.035908,0.035908,0.047368,0.080908,0.047368,0.035908,0.035908,0.035908,0.035908,0.035908,0.047368,0.035908,0.035908,0.035908,0.035908,0.035908,0.047368,0.035908,0.035908,0.035908,0.035908,0.035908,0.047368,0.047368,0.035908,0.035908,0.035908,0.035908
0.10963,0.034592,0.034592,0.034592,0.034592,0.034592,0.049632,0.034592,0.034592,0.034592,0.034592,0.034592,0.049632,0.034592,0.034592,0.034592,0.034592,0.034592,0.049632,0.034592,0.034592,0.034592,0.034592,0.034592,0.049632,0.10963,0.034592,0.034592,0.034592,0.034592,0.034592,0.049632,0.034592,0.034592,0.034592,0.034592,0.034592,0.049632,0.034592,0.034592,0.034592,0.034592,0.034592,0.049632,0.034592,0.034592,0.034592,0.034592,0.034592,0.049632,0.10963,0.034592,0.034592,0.034592,0.034592,0.034592,0.049632,0.034592,0.034592,0.034592,0.034592,0.034592,0.049632,0.034592,0.034592,0.034592,0.034592,0.034592,0.049632,0.034592,0.034592,0.034592,0.034592,0.034592,0.049632,0.094592,0.049632,0.034592,0.034592,0.034592,0.034592,0.034592,0.049632,0.034592,0.034592,0.034592,0.034592,0.034592,0.049632,0.034592,0.034592,0.034592,0.034592,0.034592,0.049632,0.049632,0.034592,0.034592,0.034592,0.034592
0.1268,0.0333,0.0333,0.0333,0.0333,0.0333,0.0518,0.0333,0.0333,0.0333,0.0333,0.0333,0.0518,0.0333,0.0333,0.0333,0.0333,0.0333,0.0518,0.0333,0.0333,0.0333,0.0333,0.0333,0.0518,0.1268,0.0333,0.0333,0.0333,0.0333,0.0333,0.0518,0.0333,0.0333,0.0333,0.0333,0.0333,0.0518,0.0333,0.0333,0.0333,0.0333,0.0333,0.0518,0.0333,0.0333,0.0333,0.0333,0.0333,0.0518,0.1268,0.0333,0.0333,0.0333,0.0333,0.0333,0.0518,0.0333,0.0333,0.0333,0.0333,0.0333,0.0518,0.0333,0.0333,0.0333,0.0333,0.0333,0.0518,0.0333,0.0333,0.0333,0.0333,0.0333,0.0518,0.1083,0.0518,0.0333,0.0333,0.0333,0.0333,0.0333,0.0518,0.0333,0.0333,0.0333,0.0333,0.0333,0.0518,0.0333,0.0333,0.0333,0.0333,0.0333,0.0518,0.0518,0.0333,0.0333,0.0333,0.0333
0.14387,0.032032,0.032032,0.032032,0.032032,0.032032,0.053872,0.032032,0.032032,0.032032,0.032032,0.032032,0.053872,0.032032,0.032032,0.032032,0.032032,0.032032,0.053872,0.032032,0.032032,0.032032,0.032032,0.032032,0.053872,0.14387,0.032032,0.032032,0.032032,0.032032,0.032032,0.053872,0.032032,0.032032,0.032032,0.032032,0.032032,0.053872,0.032032,0.032032,0.032032,0.032032,0.032032,0.053872,0.032032,0.032032,0.032032,0.032032,0.032032,0.053872,0.14387,0.032032,0.032032,0.032032,0.032032,0.032032,0.053872,0.032032,0.032032,0.032032,0.032032,0.032032,0.053872,0.032032,0.032032,0.032032,0.032032,0.032032,0.053872,0.032032,0.032032,0.032032,0.032032,0.032032,0.053872,0.12203,0.053872,0.032032,0.032032,0.032032,0.032032,0.032032,0.053872,0.032032,0.032032,0.032032,0.032032,0.032032,0.053872,0.032032,0.032032,0.032032,0.032032,0.032032,0.053872,0.053872,0.032032,0.032032,0.032032,0.032032
0.16085,0.030788,0.030788,0.030788,0.030788,0.030788,0.055848,0.030788,0.030788,0.030788,0.030788,0.030788,0.055848,0.030788,0.030788,0.030788,0.030788,0.030788,0.055848,0.030788,0.030788,0.030788,0.030788,0.030788,0.055848,0.16085,0.030788,0.030788,0.030788,0.030788,0.030788,0.055848,0.030788,0.030788,0.030788,0.030788,0.030788,0.055848,0.030788,0.030788,0.030788,0.030788,0.030788,0.055848,0.030788,0.030788,0.030788,0.030788,0.030788,0.055848,0.16085,0.030788,0.030788,0.030788,0.030788,0.030788,0.055848,0.030788,0.030788,0.030788,0.030788,0.030788,0.055848,0.030788,0.030788,0.030788,0.030788,0.030788,0.055848,0.030788,0.030788,0.030788,0.030788,0.030788,0.055848,0.13579,0.055848,0.030788,0.030788,0.030788,0.030788,0.030788,0.055848,0.030788,0.030788,0.030788,0.030788,0.030788,0.055848,0.030788,0.030788,0.030788,0.030788,0.030788,0.055848,0.055848,0.030788,0.030788,0.030788,0.030788
0.17773,0.029568,0.029568,0.029568,0.029568,0.029568,0.057728,0.029568,0.029568,0.029568,0.029568,0.029568,0.057728,0.029568,0.029568,0.029568,0.029568,0.029568,0.057728,0.029568,0.029568,0.029568,0.029568,0.029568,0.057728,0.17773,0.029568,0.029568,0.029568,0.029568,0.029568,0.057728,0.029568,0.029568,0.029568,0.029568,0.029568,0.057728,0.029568,0.029568,0.029568,0.029568,0.029568,0.057728,0.029568,0.029568,0.029568,0.029568,0.029568,0.057728,0.17773,0.029568,0.029568,0.029568,0.029568,0.029568,0.057728,0.029568,0.029568,0.029568,0.029568,0.029568,0.057728,0.029568,0.029568,0.029568,0.029568,0.029568,0.057728,0.029568,0.029568,0.029568,0.029568,0.029568,0.057728,0.14957,0.057728,0.029568,0.029568,0.029568,0.029568,0.029568,0.057728,0.029568,0.029568,0.029568,0.029568,0.029568,0.057728,0.029568,0.029568,0.029568,0.029568,0.029568,0.057728,0.057728,0.029568,0.029568,0.029568,0.029568
0.19451,0.028372,0.028372,0.028372,0.028372,0.028372,0.059512,0.028372,0.028372,0.028372,0.028372,0.028372,0.059512,0.028372,0.028372,0.028372,0.028372,0.028372,0.059512,0.028372,0.028372,0.028372,0.028372,0.028372,0.059512,0.19451,0.028372,0.028372,0.028372,0.028372,0.028372,0.059512,0.028372,0.028372,0.028372,0.028372,0.028372,0.059512,0.028372,0.028372,0.028372,0.028372,0.028372,0.059512,0.028372,0.028372,0.028372,0.028372,0.028372,0.059512,0.19451,0.028372,0.028372,0.028372,0.028372,0.028372,0.059512,0.028372,0.028372,0.028372,0.028372,0.028372,0.059512,0.028372,0.028372,0.028372,0.028372,0.028372,0.059512,0.028372,0.028372,0.028372,0.028372,0.028372,0.059512,0.16337,0.059512,0.028372,0.028372,0.028372,0.028372,0.028372,0.059512,0.028372,0.028372,0.028372,0.028372,0.028372,0.059512,0.028372,0.028372,0.028372,0.028372,0.028372,0.059512,0.059512,0.028372,0.028372,0.028372,0.028372
