0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625
0.084925,0.060025,0.060025,0.060025,0.060025,0.064925,0.060025,0.060025,0.060025,0.060025,0.064925,0.060025,0.060025,0.060025,0.060025,0.064925,0.084925,0.060025,0.060025,0.060025,0.060025,0.064925,0.060025,0.060025,0.060025,0.060025,0.064925,0.060025,0.060025,0.060025,0.060025,0.064925,0.084925,0.060025,0.060025,0.060025,0.060025,0.064925,0.060025,0.060025,0.060025,0.060025,0.064925,0.060025,0.060025,0.060025,0.060025,0.064925,0.080025,0.064925,0.060025,0.060025,0.060025,0.060025,0.064925,0.060025,0.060025,0.060025,0.060025,0.064925,0.064925,0.060025,0.060025,0.060025
0.1072,0.0576,0.0576,0.0576,0.0576,0.0672,0.0576,0.0576,0.0576,0.0576,0.0672,0.0576,0.0576,0.0576,0.0576,0.0672,0.1072,0.0576,0.0576,0.0576,0.0576,0.0672,0.0576,0.0576,0.0576,0.0576,0.0672,0.0576,0.0576,0.0576,0.0576,0.0672,0.1072,0.0576,0.0576,0.0576,0.0576,0.0672,0.0576,0.0576,0.0576,0.0576,0.0672,0.0576,0.0576,0.0576,0.0576,0.0672,0.0976,0.0672,0.0576,0.0576,0.0576,0.0576,0.0672,0.0576,0.0576,0.0576,0.0576,0.0672,0.0672,0.0576,0.0576,0.0576
0.12932,0.055225,0.055225,0.055225,0.055225,0.069325,0.055225,0.055225,0.055225,0.055225,0.069325,0.055225,0.055225,0.055225,0.055225,0.069325,0.12932,0.055225,0.055225,0.055225,0.055225,0.069325,0.055225,0.055225,0.055225,0.055225,0.069325,0.055225,0.055225,0.055225,0.055225,0.069325,0.12932,0.055225,0.055225,0.055225,0.055225,0.069325,0.055225,0.055225,0.055225,0.055225,0.069325,0.055225,0.055225,0.055225,0.055225,0.069325,0.11522,0.069325,0.055225,0.055225,0.055225,0.055225,0.069325,0.055225,0.055225,0.055225,0.055225,0.069325,0.069325,0.055225,0.055225,0.055225
0.1513,0.0529,0.0529,0.0529,0.0529,0.0713,0.0529,0.0529,0.0529,0.0529,0.0713,0.0529,0.0529,0.0529,0.0529,0.0713,0.1513,0.0529,0.0529,0.0529,0.0529,0.0713,0.0529,0.0529,0.0529,0.0529,0.0713,0.0529,0.0529,0.0529,0.0529,0.0713,0.1513,0.0529,0.0529,0.0529,0.0529,0.0713,0.0529,0.0529,0.0529,0.0529,0.0713,0.0529,0.0529,0.0529,0.0529,0.0713,0.1329,0.0713,0.0529,0.0529,0.0529,0.0529,0.0713,0.0529,0.0529,0.0529,0.0529,0.0713,0.0713,0.0529,0.0529,0.0529
0.17312,0.050625,0.050625,0.050625,0.050625,0.073125,0.050625,0.050625,0.050625,0.050625,0.073125,0.050625,0.050625,0.050625,0.050625,0.073125,0.17312,0.050625,0.050625,0.050625,0.050625,0.073125,0.050625,0.050625,0.050625,0.050625,0.073125,0.050625,0.050625,0.050625,0.050625,0.073125,0.17312,0.050625,0.050625,0.050625,0.050625,0.073125,0.050625,0.050625,0.050625,0.050625,0.073125,0.050625,0.050625,0.050625,0.050625,0.073125,0.15062,0.073125,0.050625,0.050625,0.050625,0.050625,0.073125,0.050625,0.050625,0.050625,0.050625,0.073125,0.073125,0.050625,0.050625,0.050625
0.1948,0.0484,0.0484,0.0484,0.0484,0.0748,0.0484,0.0484,0.0484,0.0484,0.0748,0.0484,0.0484,0.0484,0.0484,0.0748,0.1948,0.0484,0.0484,0.0484,0.0484,0.0748,0.0484,0.0484,0.0484,0.0484,0.0748,0.0484,0.0484,0.0484,0.0484,0.0748,0.1948,0.0484,0.0484,0.0484,0.0484,0.0748,0.0484,0.0484,0.0484,0.0484,0.0748,0.0484,0.0484,0.0484,0.0484,0.0748,0.1684,0.0748,0.0484,0.0484,0.0484,0.0484,0.0748,0.0484,0.0484,0.0484,0.0484,0.0748,0.0748,0.0484,0.0484,0.0484
0.21632,0.046225,0.046225,0.046225,0.046225,0.076325,0.046225,0.046225,0.046225,0.046225,0.076325,0.046225,0.046225,0.046225,0.046225,0.076325,0.21632,0.046225,0.046225,0.046225,0.046225,0.076325,0.046225,0.046225,0.046225,0.046225,0.076325,0.046225,0.046225,0.046225,0.046225,0.076325,0.21632,0.046225,0.046225,0.046225,0.046225,0.076325,0.046225,0.046225,0.046225,0.046225,0.076325,0.046225,0.046225,0.046225,0.046225,0.076325,0.18623,0.076325,0.046225,0.046225,0.046225,0.046225,0.076325,0.046225,0.046225,0.046225,0.046225,0.076325,0.076325,0.046225,0.046225,0.046225
0.2377,0.0441,0.0441,0.0441,0.0441,0.0777,0.0441,0.0441,0.0441,0.0441,0.0777,0.0441,0.0441,0.0441,0.0441,0.0777,0.2377,0.0441,0.0441,0.0441,0.0441,0.0777,0.0441,0.0441,0.0441,0.0441,0.0777,0.0441,0.0441,0.0441,0.0441,0.0777,0.2377,0.0441,0.0441,0.0441,0.0441,0.0777,0.0441,0.0441,0.0441,0.0441,0.0777,0.0441,0.0441,0.0441,0.0441,0.0777,0.2041,0.0777,0.0441,0.0441,0.0441,0.0441,0.0777,0.0441,0.0441,0.0441,0.0441,0.0777,0.0777,0.0441,0.0441,0.0441
0.25893,0.042025,0.042025,0.042025,0.042025,0.078925,0.042025,0.042025,0.042025,0.042025,0.078925,0.042025,0.042025,0.042025,0.042025,0.078925,0.25893,0.042025,0.042025,0.042025,0.042025,0.078925,0.042025,0.042025,0.042025,0.042025,0.078925,0.042025,0.042025,0.042025,0.042025,0.078925,0.25893,0.042025,0.042025,0.042025,0.042025,0.078925,0.042025,0.042025,0.042025,0.042025,0.078925,0.042025,0.042025,0.042025,0.042025,0.078925,0.22203,0.078925,0.042025,0.042025,0.042025,0.042025,0.078925,0.042025,0.042025,0.042025,0.042025,0.078925,0.078925,0.042025,0.042025,0.042025
0.28,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.08,0.28,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.08,0.28,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.08,0.24,0.08,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.08,0.08,0.04,0.04,0.04
0.30092,0.038025,0.038025,0.038025,0.038025,0.080925,0.038025,0.038025,0.038025,0.038025,0.080925,0.038025,0.038025,0.038025,0.038025,0.080925,0.30092,0.038025,0.038025,0.038025,0.038025,0.080925,0.038025,0.038025,0.038025,0.038025,0.080925,0.038025,0.038025,0.038025,0.038025,0.080925,0.30092,0.038025,0.038025,0.038025,0.038025,0.080925,0.038025,0.038025,0.038025,0.038025,0.080925,0.038025,0.038025,0.038025,0.038025,0.080925,0.25802,0.080925,0.038025,0.038025,0.038025,0.038025,0.080925,0.038025,0.038025,0.038025,0.038025,0.080925,0.080925,0.038025,0.038025,0.038025
0.3217,0.0361,0.0361,0.0361,0.0361,0.0817,0.0361,0.0361,0.0361,0.0361,0.0817,0.0361,0.0361,0.0361,0.0361,0.0817,0.3217,0.0361,0.0361,0.0361,0.0361,0.0817,0.0361,0.0361,0.0361,0.0361,0.0817,0.0361,0.0361,0.0361,0.0361,0.0817,0.3217,0.0361,0.0361,0.0361,0.0361,0.0817,0.0361,0.0361,0.0361,0.0361,0.0817,0.0361,0.0361,0.0361,0.0361,0.0817,0.2761,0.0817,0.0361,0.0361,0.0361,0.0361,0.0817,0.0361,0.0361,0.0361,0.0361,0.0817,0.0817,0.0361,0.0361,0.0361
0.34232,0.034225,0.034225,0.034225,0.034225,0.082325,0.034225,0.034225,0.034225,0.034225,0.082325,0.034225,0.034225,0.034225,0.034225,0.082325,0.34232,0.034225,0.034225,0.034225,0.034225,0.082325,0.034225,0.034225,0.034225,0.034225,0.082325,0.034225,0.034225,0.034225,0.034225,0.082325,0.34232,0.034225,0.034225,0.034225,0.034225,0.082325,0.034225,0.034225,0.034225,0.034225,0.082325,0.034225,0.034225,0.034225,0.034225,0.082325,0.29423,0.082325,0.034225,0.034225,0.034225,0.034225,0.082325,0.034225,0.034225,0.034225,0.034225,0.082325,0.082325,0.034225,0.034225,0.034225
0.3628,0.0324,0.0324,0.0324,0.0324,0.0828,0.0324,0.0324,0.0324,0.0324,0.0828,0.0324,0.0324,0.0324,0.0324,0.0828,0.3628,0.0324,0.0324,0.0324,0.0324,0.0828,0.0324,0.0324,0.0324,0.0324,0.0828,0.0324,0.0324,0.0324,0.0324,0.0828,0.3628,0.0324,0.0324,0.0324,0.0324,0.0828,0.0324,0.0324,0.0324,0.0324,0.0828,0.0324,0.0324,0.0324,0.0324,0.0828,0.3124,0.0828,0.0324,0.0324,0.0324,0.0324,0.0828,0.0324,0.0324,0.0324,0.0324,0.0828,0.0828,0.0324,0.0324,0.0324
0.38312,0.030625,0.030625,0.030625,0.030625,0.083125,0.030625,0.030625,0.030625,0.030625,0.083125,0.030625,0.030625,0.030625,0.030625,0.083125,0.38312,0.030625,0.030625,0.030625,0.030625,0.083125,0.030625,0.030625,0.030625,0.030625,0.083125,0.030625,0.030625,0.030625,0.030625,0.083125,0.38312,0.030625,0.030625,0.030625,0.030625,0.083125,0.030625,0.030625,0.030625,0.030625,0.083125,0.030625,0.030625,0.030625,0.030625,0.083125,0.33063,0.083125,0.030625,0.030625,0.030625,0.030625,0.083125,0.030625,0.030625,0.030625,0.030625,0.083125,0.083125,0.030625,0.030625,0.030625
0.4033,0.0289,0.0289,0.0289,0.0289,0.0833,0.0289,0.0289,0.0289,0.0289,0.0833,0.0289,0.0289,0.0289,0.0289,0.0833,0.4033,0.0289,0.0289,0.0289,0.0289,0.0833,0.0289,0.0289,0.0289,0.0289,0.0833,0.0289,0.0289,0.0289,0.0289,0.0833,0.4033,0.0289,0.0289,0.0289,0.0289,0.0833,0.0289,0.0289,0.0289,0.0289,0.0833,0.0289,0.0289,0.0289,0.0289,0.0833,0.3489,0.0833,0.0289,0.0289,0.0289,0.0289,0.0833,0.0289,0.0289,0.0289,0.0289,0.0833,0.0833,0.0289,0.0289,0.0289
0.42333,0.027225,0.027225,0.027225,0.027225,0.083325,0.027225,0.027225,0.027225,0.027225,0.083325,0.027225,0.027225,0.027225,0.027225,0.083325,0.42333,0.027225,0.027225,0.027225,0.027225,0.083325,0.027225,0.027225,0.027225,0.027225,0.083325,0.027225,0.027225,0.027225,0.027225,0.083325,0.42333,0.027225,0.027225,0.027225,0.027225,0.083325,0.027225,0.027225,0.027225,0.027225,0.083325,0.027225,0.027225,0.027225,0.027225,0.083325,0.36723,0.083325,0.027225,0.027225,0.027225,0.027225,0.083325,0.027225,0.027225,0.027225,0.027225,0.083325,0.083325,0.027225,0.027225,0.027225
0.4432,0.0256,0.0256,0.0256,0.0256,0.0832,0.0256,0.0256,0.0256,0.0256,0.0832,0.0256,0.0256,0.0256,0.0256,0.0832,0.4432,0.0256,0.0256,0.0256,0.0256,0.0832,0.0256,0.0256,0.0256,0.0256,0.0832,0.0256,0.0256,0.0256,0.0256,0.0832,0.4432,0.0256,0.0256,0.0256,0.0256,0.0832,0.0256,0.0256,0.0256,0.0256,0.0832,0.0256,0.0256,0.0256,0.0256,0.0832,0.3856,0.0832,0.0256,0.0256,0.0256,0.0256,0.0832,0.0256,0.0256,0.0256,0.0256,0.0832,0.0832,0.0256,0.0256,0.0256
