0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778
0.035403,0.027086,0.027086,0.027086,0.027086,0.027086,0.027086,0.030403,0.027086,0.027086,0.027086,0.027086,0.027086,0.027086,0.030403,0.027086,0.027086,0.027086,0.027086,0.027086,0.027086,0.030403,0.027086,0.027086,0.027086,0.027086,0.027086,0.027086,0.030403,0.027086,0.027086,0.027086,0.027086,0.027086,0.027086,0.030403,0.035403,0.027086,0.027086,0.027086,0.027086,0.027086,0.027086,0.030403,0.027086,0.027086,0.027086,0.027086,0.027086,0.027086,0.030403,0.027086,0.027086,0.027086,0.027086,0.027086,0.027086,0.030403,0.027086,0.027086,0.027086,0.027086,0.027086,0.027086,0.030403,0.027086,0.027086,0.027086,0.027086,0.027086,0.027086,0.030403,0.035403,0.027086,0.027086,0.027086,0.027086,0.027086,0.027086,0.030403,0.027086,0.027086,0.027086,0.027086,0.027086,0.027086,0.030403,0.027086,0.027086,0.027086,0.027086,0.027086,0.027086,0.030403,0.027086,0.027086,0.027086,0.027086,0.027086,0.027086,0.030403,0.027086,0.027086,0.027086,0.027086,0.027086,0.027086,0.030403,0.032086,0.030403,0.027086,0.027086,0.027086,0.027086,0.027086,0.027086,0.030403,0.027086,0.027086,0.027086,0.027086,0.027086,0.027086,0.030403,0.027086,0.027086,0.027086,0.027086,0.027086,0.027086,0.030403,0.027086,0.027086,0.027086,0.027086,0.027086,0.027086,0.030403,0.030403,0.027086,0.027086,0.027086,0.027086,0.027086
0.043,0.0264,0.0264,0.0264,0.0264,0.0264,0.0264,0.033,0.0264,0.0264,0.0264,0.0264,0.0264,0.0264,0.033,0.0264,0.0264,0.0264,0.0264,0.0264,0.0264,0.033,0.0264,0.0264,0.0264,0.0264,0.0264,0.0264,0.033,0.0264,0.0264,0.0264,0.0264,0.0264,0.0264,0.033,0.043,0.0264,0.0264,0.0264,0.0264,0.0264,0.0264,0.033,0.0264,0.0264,0.0264,0.0264,0.0264,0.0264,0.033,0.0264,0.0264,0.0264,0.0264,0.0264,0.0264,0.033,0.0264,0.0264,0.0264,0.0264,0.0264,0.0264,0.033,0.0264,0.0264,0.0264,0.0264,0.0264,0.0264,0.033,0.043,0.0264,0.0264,0.0264,0.0264,0.0264,0.0264,0.033,0.0264,0.0264,0.0264,0.0264,0.0264,0.0264,0.033,0.0264,0.0264,0.0264,0.0264,0.0264,0.0264,0.033,0.0264,0.0264,0.0264,0.0264,0.0264,0.0264,0.033,0.0264,0.0264,0.0264,0.0264,0.0264,0.0264,0.033,0.0364,0.033,0.0264,0.0264,0.0264,0.0264,0.0264,0.0264,0.033,0.0264,0.0264,0.0264,0.0264,0.0264,0.0264,0.033,0.0264,0.0264,0.0264,0.0264,0.0264,0.0264,0.033,0.0264,0.0264,0.0264,0.0264,0.0264,0.0264,0.033,0.033,0.0264,0.0264,0.0264,0.0264,0.0264
0.050569,0.025719,0.025719,0.025719,0.025719,0.025719,0.025719,0.035569,0.025719,0.025719,0.025719,0.025719,0.025719,0.025719,0.035569,0.025719,0.025719,0.025719,0.025719,0.025719,0.025719,0.035569,0.025719,0.025719,0.025719,0.025719,0.025719,0.025719,0.035569,0.025719,0.025719,0.025719,0.025719,0.025719,0.025719,0.035569,0.050569,0.025719,0.025719,0.025719,0.025719,0.025719,0.025719,0.035569,0.025719,0.025719,0.025719,0.025719,0.025719,0.025719,0.035569,0.025719,0.025719,0.025719,0.025719,0.025719,0.025719,0.035569,0.025719,0.025719,0.025719,0.025719,0.025719,0.025719,0.035569,0.025719,0.025719,0.025719,0.025719,0.025719,0.025719,0.035569,0.050569,0.025719,0.025719,0.025719,0.025719,0.025719,0.025719,0.035569,0.025719,0.025719,0.025719,0.025719,0.025719,0.025719,0.035569,0.025719,0.025719,0.025719,0.025719,0.025719,0.025719,0.035569,0.025719,0.025719,0.025719,0.025719,0.025719,0.025719,0.035569,0.025719,0.025719,0.025719,0.025719,0.025719,0.025719,0.035569,0.040719,0.035569,0.025719,0.025719,0.025719,0.025719,0.025719,0.025719,0.035569,0.025719,0.025719,0.025719,0.025719,0.025719,0.025719,0.035569,0.025719,0.025719,0.025719,0.025719,0.025719,0.025719,0.035569,0.025719,0.025719,0.025719,0.025719,0.025719,0.025719,0.035569,0.035569,0.025719,0.025719,0.025719,0.025719,0.025719
0.058111,0.025044,0.025044,0.025044,0.025044,0.025044,0.025044,0.038111,0.025044,0.025044,0.025044,0.025044,0.025044,0.025044,0.038111,0.025044,0.025044,0.025044,0.025044,0.025044,0.025044,0.038111,0.025044,0.025044,0.025044,0.025044,0.025044,0.025044,0.038111,0.025044,0.025044,0.025044,0.025044,0.025044,0.025044,0.038111,0.058111,0.025044,0.025044,0.025044,0.025044,0.025044,0.025044,0.038111,0.025044,0.025044,0.025044,0.025044,0.025044,0.025044,0.038111,0.025044,0.025044,0.025044,0.025044,0.025044,0.025044,0.038111,0.025044,0.025044,0.025044,0.025044,0.025044,0.025044,0.038111,0.025044,0.025044,0.025044,0.025044,0.025044,0.025044,0.038111,0.058111,0.025044,0.025044,0.025044,0.025044,0.025044,0.025044,0.038111,0.025044,0.025044,0.025044,0.025044,0.025044,0.025044,0.038111,0.025044,0.025044,0.025044,0.025044,0.025044,0.025044,0.038111,0.025044,0.025044,0.025044,0.025044,0.025044,0.025044,0.038111,0.025044,0.025044,0.025044,0.025044,0.025044,0.025044,0.038111,0.045044,0.038111,0.025044,0.025044,0.025044,0.025044,0.025044,0.025044,0.038111,0.025044,0.025044,0.025044,0.025044,0.025044,0.025044,0.038111,0.025044,0.025044,0.025044,0.025044,0.025044,0.025044,0.038111,0.025044,0.025044,0.025044,0.025044,0.025044,0.025044,0.038111,0.038111,0.025044,0.025044,0.025044,0.025044,0.025044
0.065625,0.024375,0.024375,0.024375,0.024375,0.024375,0.024375,0.040625,0.024375,0.024375,0.024375,0.024375,0.024375,0.024375,0.040625,0.024375,0.024375,0.024375,0.024375,0.024375,0.024375,0.040625,0.024375,0.024375,0.024375,0.024375,0.024375,0.024375,0.040625,0.024375,0.024375,0.024375,0.024375,0.024375,0.024375,0.040625,0.065625,0.024375,0.024375,0.024375,0.024375,0.024375,0.024375,0.040625,0.024375,0.024375,0.024375,0.024375,0.024375,0.024375,0.040625,0.024375,0.024375,0.024375,0.024375,0.024375,0.024375,0.040625,0.024375,0.024375,0.024375,0.024375,0.024375,0.024375,0.040625,0.024375,0.024375,0.024375,0.024375,0.024375,0.024375,0.040625,0.065625,0.024375,0.024375,0.024375,0.024375,0.024375,0.024375,0.040625,0.024375,0.024375,0.024375,0.024375,0.024375,0.024375,0.040625,0.024375,0.024375,0.024375,0.024375,0.024375,0.024375,0.040625,0.024375,0.024375,0.024375,0.024375,0.024375,0.024375,0.040625,0.024375,0.024375,0.024375,0.024375,0.024375,0.024375,0.040625,0.049375,0.040625,0.024375,0.024375,0.024375,0.024375,0.024375,0.024375,0.040625,0.024375,0.024375,0.024375,0.024375,0.024375,0.024375,0.040625,0.024375,0.024375,0.024375,0.024375,0.024375,0.024375,0.040625,0.024375,0.024375,0.024375,0.024375,0.024375,0.024375,0.040625,0.040625,0.024375,0.024375,0.024375,0.024375,0.024375
0.073111,0.023711,0.023711,0.023711,0.023711,0.023711,0.023711,0.043111,0.023711,0.023711,0.023711,0.023711,0.023711,0.023711,0.043111,0.023711,0.023711,0.023711,0.023711,0.023711,0.023711,0.043111,0.023711,0.023711,0.023711,0.023711,0.023711,0.023711,0.043111,0.023711,0.023711,0.023711,0.023711,0.023711,0.023711,0.043111,0.073111,0.023711,0.023711,0.023711,0.023711,0.023711,0.023711,0.043111,0.023711,0.023711,0.023711,0.023711,0.023711,0.023711,0.043111,0.023711,0.023711,0.023711,0.023711,0.023711,0.023711,0.043111,0.023711,0.023711,0.023711,0.023711,0.023711,0.023711,0.043111,0.023711,0.023711,0.023711,0.023711,0.023711,0.023711,0.043111,0.073111,0.023711,0.023711,0.023711,0.023711,0.023711,0.023711,0.043111,0.023711,0.023711,0.023711,0.023711,0.023711,0.023711,0.043111,0.023711,0.023711,0.023711,0.023711,0.023711,0.023711,0.043111,0.023711,0.023711,0.023711,0.023711,0.023711,0.023711,0.043111,0.023711,0.023711,0.023711,0.023711,0.023711,0.023711,0.043111,0.053711,0.043111,0.023711,0.023711,0.023711,0.023711,0.023711,0.023711,0.043111,0.023711,0.023711,0.023711,0.023711,0.023711,0.023711,0.043111,0.023711,0.023711,0.023711,0.023711,0.023711,0.023711,0.043111,0.023711,0.023711,0.023711,0.023711,0.023711,0.023711,0.043111,0.043111,0.023711,0.023711,0.023711,0.023711,0.023711
0.080569,0.023053,0.023053,0.023053,0.023053,0.023053,0.023053,0.045569,0.023053,0.023053,0.023053,0.023053,0.023053,0.023053,0.045569,0.023053,0.023053,0.023053,0.023053,0.023053,0.023053,0.045569,0.023053,0.023053,0.023053,0.023053,0.023053,0.023053,0.045569,0.023053,0.023053,0.023053,0.023053,0.023053,0.023053,0.045569,0.080569,0.023053,0.023053,0.023053,0.023053,0.023053,0.023053,0.045569,0.023053,0.023053,0.023053,0.023053,0.023053,0.023053,0.045569,0.023053,0.023053,0.023053,0.023053,0.023053,0.023053,0.045569,0.023053,0.023053,0.023053,0.023053,0.023053,0.023053,0.045569,0.023053,0.023053,0.023053,0.023053,0.023053,0.023053,0.045569,0.080569,0.023053,0.023053,0.023053,0.023053,0.023053,0.023053,0.045569,0.023053,0.023053,0.023053,0.023053,0.023053,0.023053,0.045569,0.023053,0.023053,0.023053,0.023053,0.023053,0.023053,0.045569,0.023053,0.023053,0.023053,0.023053,0.023053,0.023053,0.045569,0.023053,0.023053,0.023053,0.023053,0.023053,0.023053,0.045569,0.058053,0.045569,0.023053,0.023053,0.023053,0.023053,0.023053,0.023053,0.045569,0.023053,0.023053,0.023053,0.023053,0.023053,0.023053,0.045569,0.023053,0.023053,0.023053,0.023053,0.023053,0.023053,0.045569,0.023053,0.023053,0.023053,0.023053,0.023053,0.023053,0.045569,0.045569,0.023053,0.023053,0.023053,0.023053,0.023053
0.088,0.0224,0.0224,0.0224,0.0224,0.0224,0.0224,0.048,0.0224,0.0224,0.0224,0.0224,0.0224,0.0224,0.048,0.0224,0.0224,0.0224,0.0224,0.0224,0.0224,0.048,0.0224,0.0224,0.0224,0.0224,0.0224,0.0224,0.048,0.0224,0.0224,0.0224,0.0224,0.0224,0.0224,0.048,0.088,0.0224,0.0224,0.0224,0.0224,0.0224,0.0224,0.048,0.0224,0.0224,0.0224,0.0224,0.0224,0.0224,0.048,0.0224,0.0224,0.0224,0.0224,0.0224,0.0224,0.048,0.0224,0.0224,0.0224,0.0224,0.0224,0.0224,0.048,0.0224,0.0224,0.0224,0.0224,0.0224,0.0224,0.048,0.088,0.0224,0.0224,0.0224,0.0224,0.0224,0.0224,0.048,0.0224,0.0224,0.0224,0.0224,0.0224,0.0224,0.048,0.0224,0.0224,0.0224,0.0224,0.0224,0.0224,0.048,0.0224,0.0224,0.0224,0.0224,0.0224,0.0224,0.048,0.0224,0.0224,0.0224,0.0224,0.0224,0.0224,0.048,0.0624,0.048,0.0224,0.0224,0.0224,0.0224,0.0224,0.0224,0.048,0.0224,0.0224,0.0224,0.0224,0.0224,0.0224,0.048,0.0224,0.0224,0.0224,0.0224,0.0224,0.0224,0.048,0.0224,0.0224,0.0224,0.0224,0.0224,0.0224,0.048,0.048,0.0224,0.0224,0.0224,0.0224,0.0224
0.095403,0.021753,0.021753,0.021753,0.021753,0.021753,0.021753,0.050403,0.021753,0.021753,0.021753,0.021753,0.021753,0.021753,0.050403,0.021753,0.021753,0.021753,0.021753,0.021753,0.021753,0.050403,0.021753,0.021753,0.021753,0.021753,0.021753,0.021753,0.050403,0.021753,0.021753,0.021753,0.021753,0.021753,0.021753,0.050403,0.095403,0.021753,0.021753,0.021753,0.021753,0.021753,0.021753,0.050403,0.021753,0.021753,0.021753,0.021753,0.021753,0.021753,0.050403,0.021753,0.021753,0.021753,0.021753,0.021753,0.021753,0.050403,0.021753,0.021753,0.021753,0.021753,0.021753,0.021753,0.050403,0.021753,0.021753,0.021753,0.021753,0.021753,0.021753,0.050403,0.095403,0.021753,0.021753,0.021753,0.021753,0.021753,0.021753,0.050403,0.021753,0.021753,0.021753,0.021753,0.021753,0.021753,0.050403,0.021753,0.021753,0.021753,0.021753,0.021753,0.021753,0.050403,0.021753,0.021753,0.021753,0.021753,0.021753,0.021753,0.050403,0.021753,0.021753,0.021753,0.021753,0.021753,0.021753,0.050403,0.066753,0.050403,0.021753,0.021753,0.021753,0.021753,0.021753,0.021753,0.050403,0.021753,0.021753,0.021753,0.021753,0.021753,0.021753,0.050403,0.021753,0.021753,0.021753,0.021753,0.021753,0.021753,0.050403,0.021753,0.021753,0.021753,0.021753,0.021753,0.021753,0.050403,0.050403,0.021753,0.021753,0.021753,0.021753,0.021753
