-0,0.025298
-0,0.020851
-0,0.019308
-0,0.019286
-0,0.018955
-0,0.0194
-0,0.021582
-0,0.01983
-0,0.020971
-0,0.024536
-0,0.022881
-0,0.020695
-0,0.03014
-0,0.025563
-0,0.029248
-0,0.029144
-0,0.028799
-0,0.040205
-0,0.040547
-0,0.040151
-0,0.029645
-0,0.039258
-0,0.023919
-0,0.025452
-0,0.025103
3.0446e-11,0.030822
0.0104,0.023874
0.0216,0.024548
0.0336,0.023344
0.0464,0.023184
0.06,0.023868
0.0744,0.023104
0.0896,0.022508
0.1056,0.023735
0.1224,0.023177
0.14,0.027437
0.1584,0.029562
0.1776,0.031274
0.1976,0.028835
0.2184,0.025019
0.24,0.021367
0.2624,0.019117
0.2856,0.018857
0.3096,0.018567
0.3344,0.019874
0.36,0.019481
0.3864,0.018219
0.4136,0.019388
0.4416,0.01915
0.4704,0.019132
0.5,0.019606
