-0,1.2008
-0,1.181
-0,1.1763
-0,1.182
-0,1.1733
-0,1.1806
-0,1.1868
-0,1.1783
-0,1.1807
-0,1.1804
-0,1.1991
-0,1.3515
-0,1.3967
-0,1.4419
-0,1.4363
-0,1.426
-0,1.4354
-0,1.6207
-0,1.656
-0,1.6288
-0,1.6557
-0,1.7262
-0,1.9596
-0,2.9078
-0,3.5498
1.0567e-07,17.468
0.02,3.7805
0.04,3.6807
0.06,3.266
0.08,3.5344
0.1,3.1647
0.12,2.9201
0.14,2.9346
0.16,2.7409
0.18,2.6999
0.2,2.527
0.22,2.5835
0.24,2.5025
0.26,2.488
0.28,2.502
0.3,2.4771
0.32,2.5559
0.34,2.533
0.36,2.5082
0.38,2.5588
0.4,2.5987
0.42,2.5517
0.44,2.5717
0.46,2.7118
0.48,2.6572
0.5,2.4429
