-0,2.2894
-0,2.2205
-0,2.2168
-0,2.7873
-0,3.1661
-0,5.601
-0,5.8378
-0,5.6528
-0,6.8358
-0,8.8223
-0,9.0084
-0,9.7583
-0,9.9916
-0,10.339
-0,10.619
-0,10.734
-0,11.139
-0,11.423
-0,11.544
-0,11.795
-0,12.087
-0,12.041
-0,13.787
-0,36.126
-0,20.054
3.8614e-05,436.28
0.015207,27.266
0.030803,13.915
0.046801,11.86
0.063197,10.895
0.08,10.826
0.097203,9.8875
0.1148,9.8095
0.1328,9.8103
0.1512,9.4743
0.17,9.2813
0.1892,9.1351
0.2088,8.864
0.2288,8.5903
0.2492,8.2996
0.27,8.1668
0.2912,7.8563
0.3128,7.7565
0.3348,6.8643
0.3572,6.4986
0.38,5.9862
0.4032,5.5533
0.4268,5.2778
0.4508,5.1604
0.4752,5.2011
0.5,5.2533
