-0,0.23842
-0,0.23895
-0,0.24403
-0,0.23886
-0,0.24045
-0,0.24049
-0,0.24248
-0,0.24403
-0,0.23828
-0,0.23551
-0,0.23221
-0,0.23043
-0,0.2474
-0,0.262
-0,0.27267
-0,0.26229
-0,0.26967
-0,0.27311
-0,0.27356
-0,0.26453
-0,0.289
-0,0.29092
-0,0.29015
-0,0.32092
-0,0.42589
-0,1.0341
0.020007,0.58038
0.040002,0.46974
0.060018,0.40294
0.079983,0.37281
0.099999,0.37088
0.11999,0.35785
0.14001,0.36087
0.15999,0.35267
0.17999,0.37576
0.2,0.36242
0.22001,0.35795
0.24001,0.35257
0.25999,0.35065
0.28,0.36804
0.3,0.34857
0.32001,0.35416
0.33999,0.3582
0.35999,0.35548
0.38,0.3608
0.40001,0.36273
0.42001,0.36611
0.43999,0.38168
0.46,0.38337
0.48,0.38763
0.50001,0.39589
