-0,2.209
-0,2.1967
-0,2.2068
-0,2.2008
-0,2.2034
-0,2.1855
-0,2.2117
-0,2.2211
-0,2.226
-0,2.1881
-0,2.6055
-0,2.6832
-0,2.6564
-0,2.7748
-0,2.7338
-0,2.9339
-0,3.1633
-0,3.1211
-0,3.2096
-0,3.249
-0,3.299
-0,3.5272
-0,5.2964
-0,6.5577
-0,7.502
2.4497e-06,33.151
0.020005,7.8105
0.040001,7.6691
0.059995,7.1714
0.079997,6.9947
0.1,7.0566
0.12,7.0901
0.14,6.8097
0.16,6.7753
0.18,6.3295
0.2,6.4122
0.22,6.3353
0.24,5.9955
0.26,5.8474
0.28,5.7129
0.3,5.5923
0.32,5.593
0.34,5.5357
0.36,5.508
0.38,5.4691
0.4,5.4739
0.42,5.2932
0.44,5.1466
0.46,5.1636
0.48,5.3724
0.5,5.2445
