-0,2.2454
-0,2.2105
-0,3.1099
-0,6.0537
-0,5.5833
-0,7.7884
-0,8.1962
-0,6.1877
-0,8.7802
-0,8.9638
-0,7.9423
-0,8.2828
-0,7.7559
-0,9.8315
-0,8.7691
-0,8.7856
-0,9.0967
-0,9.1405
-0,9.3184
-0,9.3886
-0,10.214
-0,9.5052
-0,19.714
-0,22.527
-0,19.168
-0,161.02
0.010407,34.914
0.0216,14.88
0.033597,13.704
0.0464,14.789
0.059999,11.149
0.074397,10.94
0.089597,11.651
0.1056,10.491
0.1224,10.004
0.14,9.9044
0.1584,9.8459
0.1776,8.6887
0.1976,8.7307
0.2184,8.494
0.24,8.3072
0.2624,8.7558
0.2856,8.9084
0.3096,7.7678
0.3344,7.2116
0.36,7.1847
0.3864,6.0936
0.4136,5.3133
0.4416,5.1401
0.4704,5.1772
0.5,5.2571
