-0,0.25596
-0,0.23873
-0,0.22804
-0,0.23009
-0,0.23622
-0,0.27438
-0,0.29091
-0,0.35749
-0,0.41946
-0,0.4356
-0,0.47178
-0,0.42739
-0,0.42264
-0,0.5961
-0,0.66013
-0,0.71837
-0,0.77083
-0,0.75063
-0,0.78026
-0,0.85101
-0,0.83614
-0,0.83888
-0,1.0102
-0,0.85697
-0,1.1438
1.875e-06,6.3359
0.010402,0.97081
0.0216,1.1501
0.033602,0.91742
0.046396,0.90325
0.06,0.88663
0.074402,0.82472
0.089602,0.79277
0.1056,0.56975
0.1224,0.5815
0.14,0.4962
0.1584,0.50654
0.1776,0.48899
0.19759,0.56775
0.21841,0.50033
0.24,0.48544
0.26241,0.46999
0.28559,0.43327
0.3096,0.46703
0.3344,0.41202
0.36,0.37629
0.3864,0.36031
0.41359,0.38114
0.44161,0.36766
0.4704,0.37533
0.50001,0.39451
