-0,0.085206
-0,0.074204
-0,0.07556
-0,0.07437
-0,0.076683
-0,0.076207
-0,0.077504
-0,0.081713
-0,0.089308
-0,0.086231
-0,0.092979
-0,0.10071
-0,0.10713
-0,0.10379
-0,0.10519
-0,0.1088
-0,0.11466
-0,0.12519
-0,0.15902
-0,0.1808
-0,0.17472
-0,0.20687
-0,0.23048
-0,0.22993
-0,0.25809
1.2798e-08,0.88036
0.0104,0.25258
0.0216,0.20341
0.0336,0.1647
0.0464,0.1477
0.06,0.1405
0.074396,0.13915
0.0896,0.13117
0.10561,0.13349
0.1224,0.13558
0.13999,0.13208
0.1584,0.1272
0.17759,0.11415
0.1976,0.11525
0.21839,0.13687
0.24,0.13121
0.26239,0.11168
0.2856,0.11107
0.30961,0.10364
0.3344,0.12448
0.36001,0.11249
0.3864,0.11206
0.41359,0.11301
0.4416,0.11093
0.47039,0.1048
0.5,0.10693
