-0,0.082455
-0,0.074415
-0,0.07246
-0,0.072608
-0,0.07274
-0,0.075432
-0,0.07424
-0,0.074309
-0,0.07251
-0,0.07243
-0,0.074245
-0,0.073156
-0,0.074895
-0,0.076274
-0,0.077464
-0,0.078308
-0,0.079743
-0,0.08186
-0,0.08153
-0,0.083519
-0,0.0837
-0,0.084834
-0,0.08548
-0,0.087122
-0,0.097218
1.2222e-09,0.26845
0.02,0.10526
0.04,0.10291
0.06,0.09764
0.08,0.097838
0.1,0.0951
0.12,0.094427
0.14,0.095126
0.16,0.095372
0.18,0.097278
0.2,0.098907
0.22,0.099085
0.24,0.099216
0.26,0.099959
0.28,0.099849
0.3,0.10039
0.32,0.1017
0.34,0.10063
0.36,0.09874
0.38,0.10011
0.4,0.10125
0.42,0.10892
0.44,0.10269
0.46,0.10092
0.48,0.10079
0.5,0.10916
