-0,0.072549
-0,0.072746
-0,0.076583
-0,0.076539
-0,0.074051
-0,0.074785
-0,0.076407
-0,0.073233
-0,0.075115
-0,0.075208
-0,0.074772
-0,0.074752
-0,0.090192
-0,0.086348
-0,0.082642
-0,0.083864
-0,0.087465
-0,0.088852
-0,0.081613
-0,0.091994
-0,0.086281
-0,0.087272
-0,0.09535
-0,0.096241
-0,0.10552
1.2222e-09,0.29011
0.02,0.11654
0.04,0.10746
0.06,0.10686
0.08,0.098861
0.1,0.10105
0.12,0.10101
0.14,0.10155
0.16,0.097504
0.18,0.097729
0.2,0.10094
0.22,0.10267
0.24,0.10699
0.26,0.10068
0.28,0.10087
0.3,0.10823
0.32,0.10189
0.34,0.10435
0.36,0.10517
0.38,0.10705
0.4,0.10674
0.42,0.10478
0.44,0.10704
0.46,0.10378
0.48,0.10197
0.5,0.10715
