-0,0.58985
-0,0.56706
-0,0.5705
-0,0.61331
-0,0.75825
-0,1.0935
-0,1.2231
-0,1.2449
-0,1.1977
-0,1.1771
-0,1.7295
-0,1.7842
-0,1.6469
-0,1.4249
-0,2.0625
-0,1.6358
-0,1.7414
-0,1.8608
-0,1.9441
-0,1.9714
-0,2.0474
-0,2.1815
-0,2.2342
-0,3.0133
-0,2.579
8.7516e-07,19.715
0.0104,2.8611
0.021597,2.7886
0.0336,2.3882
0.046397,2.3105
0.06,2.2632
0.074397,2.207
0.0896,2.1231
0.1056,2.0856
0.1224,1.93
0.14,1.7837
0.1584,1.7244
0.1776,1.6488
0.1976,1.5278
0.2184,1.4426
0.24,1.3613
0.2624,1.2728
0.2856,1.2487
0.3096,1.1946
0.3344,1.1508
0.36002,1.1436
0.3864,1.0251
0.4136,1.0113
0.4416,1.0215
0.47042,1.063
0.5,1.0473
